"YYYY","MM","DD","ATMP","WTMP"
"2252",2001,4,30,24,25
"2276",2001,5,1,23.5,24.9
"2300",2001,5,2,23.9,25
"2324",2001,5,3,23.9,25
"2348",2001,5,4,24.3,24.9
"2372",2001,5,5,24.2,25.4
"2396",2001,5,6,23.9,25.3
"2420",2001,5,7,24.4,25
"2444",2001,5,8,23.5,25
"2468",2001,5,9,22.8,24.8
"2492",2001,5,10,23.7,24.8
"2516",2001,5,11,23.4,24.6
"2540",2001,5,12,23.7,24.9
"2564",2001,5,13,22.4,25.4
"2588",2001,5,14,22.8,25.7
"2612",2001,5,15,24.9,25.8
"2636",2001,5,16,24.6,25.9
"2660",2001,5,17,24,25.8
"2684",2001,5,18,26.5,26.1
"2708",2001,5,19,25.6,26
"2732",2001,5,20,25.7,26
"2756",2001,5,21,26.3,26.2
"2780",2001,5,22,26.3,26.5
"2804",2001,5,23,26.4,26.1
"2828",2001,5,24,24.7,25.8
"2852",2001,5,25,26.3,26.4
"2876",2001,5,26,25.7,26.9
"2900",2001,5,27,26.2,26.5
"2924",2001,5,28,26.5,26.5
"2948",2001,5,29,26.9,26.6
"2972",2001,5,30,26.7,26.9
"2996",2001,5,31,27,26.9
"3020",2001,6,1,27.1,27.2
"3044",2001,6,2,27.3,27.2
"3068",2001,6,3,27.5,27.5
"3092",2001,6,4,25.4,26.8
"3116",2001,6,5,27.6,27.6
"3140",2001,6,6,27.1,27.6
"3164",2001,6,7,25.4,27.7
"3188",2001,6,8,27.3,28
"3212",2001,6,9,27.4,28.1
"3236",2001,6,10,27.9,28.2
"3260",2001,6,11,27.9,28.1
"3284",2001,6,12,28.2,28.8
"3308",2001,6,13,28.2,28
"3332",2001,6,14,28.7,28.5
"3356",2001,6,15,28.7,29
"3380",2001,6,16,28.7,29
"3404",2001,6,17,28.1,28.3
"3428",2001,6,18,27,28.7
"3452",2001,6,19,28.2,28.6
"3476",2001,6,20,27.9,28.7
"3500",2001,6,21,28.2,28.6
"3524",2001,6,22,28.1,28.6
"3548",2001,6,23,28.2,28.8
"3596",2001,6,25,28.2,28.8
"3620",2001,6,26,28.4,28.8
"3644",2001,6,27,27.8,28.7
"3668",2001,6,28,27.7,28.6
"3692",2001,6,29,28.2,28.6
"3716",2001,6,30,28.2,28.8
"3740",2001,7,1,28.2,28.7
"3764",2001,7,2,28.1,28.8
"3788",2001,7,3,28.5,29
"3812",2001,7,4,28,28.9
"3836",2001,7,5,28.4,28.9
"3860",2001,7,6,28.3,29
"3884",2001,7,7,28.2,29.1
"3908",2001,7,8,27.5,29.1
"3932",2001,7,9,28.1,29.3
"3956",2001,7,10,28.3,29.1
"3980",2001,7,11,28.1,28.9
"4004",2001,7,12,28.3,29.1
"4028",2001,7,13,28,29.3
"4052",2001,7,14,28.5,29.2
"4076",2001,7,15,27.9,29.2
"4100",2001,7,16,28.9,29.1
"4124",2001,7,17,29,29.1
"4148",2001,7,18,27.7,29.1
"4172",2001,7,19,28.9,29.4
"4196",2001,7,20,28.6,29.7
"4220",2001,7,21,28.2,29.7
"4244",2001,7,22,27.7,29.4
"4268",2001,7,23,28.9,28.8
"4292",2001,7,24,28.2,28.5
"4316",2001,7,25,26.4,28.6
"4340",2001,7,26,28.6,28.8
"4364",2001,7,27,28.5,28.5
"4388",2001,7,28,28.6,28.8
"4412",2001,7,29,28.4,28.8
"4436",2001,7,30,28.6,28.9
"4460",2001,7,31,28.8,28.9
"4484",2001,8,1,26.3,28.8
"4508",2001,8,2,28.3,28.6
"4532",2001,8,3,28.4,28.7
"4556",2001,8,4,26.6,28.6
"4580",2001,8,5,28.5,28.7
"4604",2001,8,6,28.7,28.8
"4628",2001,8,7,28.8,28.7
"4652",2001,8,8,28.7,28.9
"4676",2001,8,9,28.7,29.1
"4700",2001,8,10,28.9,29.2
"4724",2001,8,11,28.6,29.3
"4748",2001,8,12,29.1,29.5
"4772",2001,8,13,29.1,29.5
"4796",2001,8,14,29.3,29.6
"4820",2001,8,15,28.8,29.6
"4844",2001,8,16,29.1,29.8
"4868",2001,8,17,29.6,29.8
"4892",2001,8,18,29.5,29.6
"4916",2001,8,19,29.3,29.7
"4940",2001,8,20,29.6,29.8
"4964",2001,8,21,29.4,30
"4988",2001,8,22,28.6,29.7
"5012",2001,8,23,28.4,29.7
"5036",2001,8,24,28,29.6
"5060",2001,8,25,30.1,29.8
"5084",2001,8,26,29.1,29.8
"5108",2001,8,27,29.3,29.7
"5132",2001,8,28,27.5,29.7
"5156",2001,8,29,28.9,30
"5180",2001,8,30,29.2,29.9
"5204",2001,8,31,29.3,30
"5228",2001,9,1,28.8,29.8
"5252",2001,9,2,29.1,29.8
"5276",2001,9,3,29.1,29.8
"5300",2001,9,4,28.9,29.9
"5324",2001,9,5,29.2,30
"5348",2001,9,6,29.2,30.1
"5420",2001,9,9,27.6,29.9
"5444",2001,9,10,28.1,29.7
"5468",2001,9,11,28.3,29.9
"5492",2001,9,12,28.1,29.8
"5516",2001,9,13,28.3,29.5
"5540",2001,9,14,28.9,29.3
"5564",2001,9,15,26.8,28.7
"5588",2001,9,16,23.3,28.6
"5612",2001,9,17,26.5,28.6
"5636",2001,9,18,28.4,28.3
"5660",2001,9,19,28.1,28.3
"5684",2001,9,20,28.1,28.7
"5708",2001,9,21,27.9,28.4
"5732",2001,9,22,27.2,28.7
"5756",2001,9,23,28.3,29
"5780",2001,9,24,28.7,29
"5804",2001,9,25,28.8,29
"5828",2001,9,26,28.7,29.5
"5852",2001,9,27,27.9,29.3
"5876",2001,9,28,25.9,28.9
"5900",2001,9,29,23.7,28.6
"5924",2001,9,30,23.4,28
"5948",2001,10,1,23.5,27.6
"5972",2001,10,2,24.1,28.1
"5996",2001,10,3,27.1,27.5
"6020",2001,10,4,27.4,27.8
"6044",2001,10,5,27.8,28.2
"6068",2001,10,6,28.2,28.2
"6092",2001,10,7,27.1,28.2
"6116",2001,10,8,26.5,28.1
"6140",2001,10,9,27.4,28
"6164",2001,10,10,27.1,27.7
"6188",2001,10,11,27,27.7
"6212",2001,10,12,26.9,27.6
"6236",2001,10,13,27.1,27.5
"6260",2001,10,14,27.5,27.7
"6284",2001,10,15,27.7,27.6
"6308",2001,10,16,27.7,27.8
"6332",2001,10,17,26,27.7
"6356",2001,10,18,26.5,27.3
"6380",2001,10,19,25.1,27.2
"6404",2001,10,20,27.4,27.2
"6428",2001,10,21,27.8,27.5
"6452",2001,10,22,26.6,27.5
"6476",2001,10,23,25.5,27.8
"6500",2001,10,24,27.9,27.8
"6524",2001,10,25,27.9,28
"6548",2001,10,26,26.5,27.8
"6572",2001,10,27,21.5,27.2
"6596",2001,10,28,18.7,26.3
"6620",2001,10,29,24.3,26.5
"6644",2001,10,30,24.6,26.4
"6668",2001,10,31,25.3,26.6
"6692",2001,11,1,25.9,26.8
"6716",2001,11,2,26.1,26.5
"6740",2001,11,3,26.6,25.9
"6764",2001,11,4,24,26
"6788",2001,11,5,23.1,25
"6812",2001,11,6,19.8,26.3
"6836",2001,11,7,21.9,26.4
"6860",2001,11,8,24.1,26.3
"6884",2001,11,9,22.2,26.4
"6908",2001,11,10,22.1,26.2
"6932",2001,11,11,22,26.3
"6956",2001,11,12,24.3,25.8
"6980",2001,11,13,21.3,25.7
"7004",2001,11,14,21.5,24.2
"7028",2001,11,15,20.6,26
"7052",2001,11,16,21.2,25.5
"7076",2001,11,17,20.4,24.7
"7100",2001,11,18,24.8,25
"7124",2001,11,19,24.5,24.8
"7148",2001,11,20,22.7,25.1
"7172",2001,11,21,21.8,24.6
"7196",2001,11,22,24.6,25.3
"7220",2001,11,23,24.2,24.6
"7244",2001,11,24,25.4,25.6
"7268",2001,11,25,24.8,25.5
"7292",2001,11,26,24.5,25.5
"7316",2001,11,27,24.1,25
"7340",2001,11,28,24.5,25.3
"7364",2001,11,29,24.3,25.3
"7388",2001,11,30,24.7,25
"7412",2001,12,1,25,25.1
"7436",2001,12,2,21.9,25.3
"7460",2001,12,3,22.5,25.2
"7484",2001,12,4,24.6,25.1
"7508",2001,12,5,24.6,24.8
"7532",2001,12,6,24,24.8
"7556",2001,12,7,25.7,25.7
"7580",2001,12,8,25.4,25.8
"7604",2001,12,9,25.6,25.5
"7628",2001,12,10,25,25.3
"7652",2001,12,11,25.5,25.3
"7676",2001,12,12,25.1,25.2
"7700",2001,12,13,24.9,25.1
"7724",2001,12,14,25.6,25.4
"7748",2001,12,15,25.3,25.4
"7772",2001,12,16,24.5,25.3
"7796",2001,12,17,24.3,25.4
"7820",2001,12,18,23.7,25.4
"7844",2001,12,19,22.8,25.8
"7868",2001,12,20,20.9,25.1
"7892",2001,12,21,17.3,24.8
"7916",2001,12,22,22.2,25.2
"7940",2001,12,23,23.1,24.4
"7964",2001,12,24,22.3,25.2
"7988",2001,12,25,20.9,25
"8012",2001,12,26,17.1,24.5
"8036",2001,12,27,15.3,23.8
"8060",2001,12,28,21,24.4
"8084",2001,12,29,23.7,24.4
"8108",2001,12,30,21.6,24.4
"8132",2001,12,31,22.9,24.4
"143",2002,1,1,16.8,23.9
"383",2002,1,2,23.4,24.3
"623",2002,1,3,19.5,24.3
"863",2002,1,4,8.1,21.6
"1103",2002,1,5,12.1,23.2
"1343",2002,1,6,23.5,23.5
"1583",2002,1,7,18.4,23.3
"1823",2002,1,8,9.3,22.1
"2063",2002,1,9,10.3,22.6
"2303",2002,1,10,15.7,22
"2543",2002,1,11,22.5,22.9
"2783",2002,1,12,20.5,23
"3023",2002,1,13,23.1,22.9
"3263",2002,1,14,23.6,22.8
"3503",2002,1,15,23.5,22.9
"3743",2002,1,16,19.3,22.8
"3983",2002,1,17,23.6,22.9
"4223",2002,1,18,23.9,22.8
"4463",2002,1,19,24.2,22.9
"4703",2002,1,20,24,23
"4943",2002,1,21,24.2,23.2
"5183",2002,1,22,24,23.3
"5423",2002,1,23,24.2,23.4
"5663",2002,1,24,24.3,23.3
"5903",2002,1,25,23.7,23.5
"6143",2002,1,26,23.1,23.5
"6383",2002,1,27,24.2,23.8
"6623",2002,1,28,24.2,23.8
"6863",2002,1,29,24.4,24
"7103",2002,1,30,24.5,24.3
"7343",2002,1,31,24.3,24
"7583",2002,2,1,24.7,24.3
"7823",2002,2,2,23.4,24.4
"8063",2002,2,3,24.3,24.2
"8303",2002,2,4,18.9,24
"8543",2002,2,5,16.1,23.3
"8783",2002,2,6,21.8,23.8
"9023",2002,2,7,24.3,24.1
"9263",2002,2,8,17.8,23.6
"9503",2002,2,9,22.7,23.1
"9743",2002,2,10,24.4,23.9
"9983",2002,2,11,21.5,23.8
"10222",2002,2,12,23.5,23.8
"10462",2002,2,13,21.5,23.9
"10702",2002,2,14,21.5,23.6
"10942",2002,2,15,23.5,23.5
"11182",2002,2,16,21.5,23.6
"11422",2002,2,17,17.7,23.1
"11662",2002,2,18,17.5,22.5
"11902",2002,2,19,19.8,22.7
"12142",2002,2,20,23,22.6
"12382",2002,2,21,23.9,23.1
"12622",2002,2,22,24,23
"12862",2002,2,23,22,23.6
"13102",2002,2,24,14.2,22.3
"13342",2002,2,25,18,21.9
"13582",2002,2,26,22.5,22.5
"13822",2002,2,27,20,22.7
"14062",2002,2,28,11.2,21.3
"14302",2002,3,1,21.1,22.8
"14542",2002,3,2,23.7,22.7
"14782",2002,3,3,24.3,23
"15022",2002,3,4,24.4,23.3
"15262",2002,3,5,12.8,22
"15502",2002,3,6,20.8,22.6
"15742",2002,3,7,23,22.4
"15982",2002,3,8,23.6,23.3
"16222",2002,3,9,23.9,23.8
"16462",2002,3,10,21.2,23.8
"16702",2002,3,11,23.8,24.2
"16942",2002,3,12,24.4,24.4
"17182",2002,3,13,24.3,24.2
"17422",2002,3,14,22.5,24.3
"17662",2002,3,15,24.9,24.6
"17902",2002,3,16,24.7,24.7
"18142",2002,3,17,24.7,24.7
"18382",2002,3,18,24.8,25
"18622",2002,3,19,24.6,25.1
"18862",2002,3,20,24.7,25.3
"19102",2002,3,21,25.4,25.2
"19342",2002,3,22,23.4,25.4
"19582",2002,3,23,24,25
"19822",2002,3,24,24.5,24.9
"20062",2002,3,25,25,25.4
"20302",2002,3,26,25.1,25.2
"20542",2002,3,27,23.6,24.9
"20782",2002,3,28,20,24.4
"21022",2002,3,29,24.3,25
"21262",2002,3,30,24.9,25.1
"21502",2002,3,31,25.5,24.8
"21742",2002,4,1,25.7,25.4
"21982",2002,4,2,25.7,25.6
"22222",2002,4,3,25.4,25.3
"22462",2002,4,4,24.7,25.6
"22702",2002,4,5,22.9,25.9
"22942",2002,4,6,22.4,26.2
"23182",2002,4,7,23.9,25.3
"23422",2002,4,8,23.9,26.2
"23662",2002,4,9,24.2,25.9
"23902",2002,4,10,24.8,26.1
"24142",2002,4,11,24.6,26
"24382",2002,4,12,24.2,26.2
"24622",2002,4,13,24.3,25.8
"24862",2002,4,14,25,25.7
"25102",2002,4,15,25.3,25.6
"25342",2002,4,16,24.4,25.7
"25582",2002,4,17,25.5,26.3
"25822",2002,4,18,25.3,26.2
"26062",2002,4,19,25.2,26
"26302",2002,4,20,25.2,26.1
"26542",2002,4,21,25.5,26.1
"26782",2002,4,22,25.9,26.5
"27022",2002,4,23,25.8,26.6
"27262",2002,4,24,26.4,26.5
"27502",2002,4,25,25.9,26.7
"27742",2002,4,26,24.9,26.5
"27982",2002,4,27,24.8,26.3
"28222",2002,4,28,25,26.3
"28462",2002,4,29,25.8,26.4
"28702",2002,4,30,24.6,26.8
"28942",2002,5,1,26.5,27.1
"29181",2002,5,2,26.8,26.9
"29421",2002,5,3,26.7,27
"29661",2002,5,4,26.8,26.9
"29901",2002,5,5,26.7,27.1
"30141",2002,5,6,26.8,27.1
"30381",2002,5,7,26.5,27.2
"30621",2002,5,8,26.1,27.2
"30861",2002,5,9,26.2,27.1
"31101",2002,5,10,26.4,26.9
"31341",2002,5,11,26.1,26.9
"31581",2002,5,12,26.4,26.9
"31821",2002,5,13,26.3,26.9
"32061",2002,5,14,26.5,27
"32301",2002,5,15,25.8,26.8
"32541",2002,5,16,26.7,27.1
"32781",2002,5,17,26.6,27.4
"33021",2002,5,18,27.3,27.2
"33261",2002,5,19,26.3,27.5
"33501",2002,5,20,23.6,26.8
"33741",2002,5,21,24.9,27.3
"33981",2002,5,22,24.5,26.9
"34221",2002,5,23,25.7,26.9
"34461",2002,5,24,25.9,27
"34701",2002,5,25,25.4,26.8
"34941",2002,5,26,25.8,27.1
"35181",2002,5,27,25.9,27.2
"35421",2002,5,28,26.2,27.3
"35661",2002,5,29,26.2,27.2
"35901",2002,5,30,25.9,27.6
"36141",2002,5,31,25.6,27.4
"36381",2002,6,1,26.7,27.7
"36621",2002,6,2,27.6,28
"36861",2002,6,3,27.8,27.9
"37101",2002,6,4,27.7,27.9
"37341",2002,6,5,27.8,27.9
"37581",2002,6,6,26.8,27.9
"37821",2002,6,7,28.6,27.8
"38061",2002,6,8,27.9,28.4
"38301",2002,6,9,26.6,28.2
"38541",2002,6,10,26.5,28.4
"38781",2002,6,11,25.3,28.2
"39021",2002,6,12,27.4,27.9
"39261",2002,6,13,26.8,28.2
"39501",2002,6,14,27.2,27.6
"39741",2002,6,15,27.7,27.5
"39981",2002,6,16,27.3,27.4
"40221",2002,6,17,27.9,27.4
"40461",2002,6,18,28.2,27.6
"40701",2002,6,19,28.2,27.8
"40941",2002,6,20,27,28.3
"41181",2002,6,21,25.9,28.2
"41421",2002,6,22,27.8,28.1
"41661",2002,6,23,28.3,28.2
"41901",2002,6,24,27.9,28.2
"42141",2002,6,25,27.9,28.3
"42381",2002,6,26,23.5,28.3
"42621",2002,6,27,27.4,28.3
"42861",2002,6,28,27.3,28.3
"43101",2002,6,29,28.1,28.4
"43341",2002,6,30,27.6,28.7
"43581",2002,7,1,27.6,28.3
"43821",2002,7,2,27.9,28.5
"44061",2002,7,3,28.1,28.8
"44301",2002,7,4,30,28.9
"44541",2002,7,5,28.2,29.3
"44781",2002,7,6,28.5,29.1
"45021",2002,7,7,25.5,29
"45261",2002,7,8,26.9,29.2
"45501",2002,7,9,25.2,29
"45741",2002,7,10,27.6,28.8
"45981",2002,7,11,27.9,28.7
"46221",2002,7,12,28.2,28.7
"46461",2002,7,13,28.5,28.8
"46701",2002,7,14,28.7,29.1
"46941",2002,7,15,30.7,29.3
"47181",2002,7,16,28.9,29.7
"47421",2002,7,17,28.9,29.4
"47661",2002,7,18,28.6,29.4
"47901",2002,7,19,28.9,28.8
"48141",2002,7,20,28.3,29.5
"48381",2002,7,21,29.2,29.2
"48621",2002,7,22,29.1,29.1
"48861",2002,7,23,28.8,29.1
"49101",2002,7,24,29,29.2
"49341",2002,7,25,28.8,29.1
"49581",2002,7,26,28.8,29.2
"49821",2002,7,27,28.8,29.3
"50061",2002,7,28,29,29.3
"50301",2002,7,29,28.5,29.2
"50541",2002,7,30,29.1,29.4
"50781",2002,7,31,29.1,29.5
"51021",2002,8,1,28.6,29.4
"51261",2002,8,2,30.4,29.5
"51501",2002,8,3,28.9,29.6
"51741",2002,8,4,29.2,29.7
"51981",2002,8,5,29.1,29.6
"52221",2002,8,6,29.6,30
"52461",2002,8,7,28.4,29.9
"52701",2002,8,8,27.5,29.7
"52941",2002,8,9,28.7,30
"53181",2002,8,10,25.8,29.6
"53421",2002,8,11,28.8,29.5
"53661",2002,8,12,28.7,29.9
"53901",2002,8,13,29.4,29.8
"54141",2002,8,14,29.3,30
"54381",2002,8,15,29.3,29.9
"54621",2002,8,16,29,29.9
"54861",2002,8,17,29.1,29.6
"55101",2002,8,18,28.8,29.8
"55341",2002,8,19,28.7,29.6
"55581",2002,8,20,28.5,29.7
"55821",2002,8,21,27.5,29.4
"56061",2002,8,22,28.7,29.2
"56301",2002,8,23,28.6,29.6
"56541",2002,8,24,29,29.7
"56781",2002,8,25,28.4,29.5
"57021",2002,8,26,28.8,29.5
"57261",2002,8,27,28.8,29.9
"57501",2002,8,28,28.9,29.7
"57741",2002,8,29,29.2,29.5
"57981",2002,8,30,28.7,29.6
"58221",2002,8,31,28.4,29.6
"58461",2002,9,1,28.6,29.8
"58701",2002,9,2,28.9,30
"58941",2002,9,3,29.1,30
"59181",2002,9,4,28.7,30
"59421",2002,9,5,28.9,29.8
"59661",2002,9,6,27.2,29.5
"59901",2002,9,7,28.5,29.5
"60141",2002,9,8,28.3,29.5
"60381",2002,9,9,27.9,29.5
"60621",2002,9,10,28.5,29.4
"60861",2002,9,11,28.4,29.2
"61101",2002,9,12,27.7,29
"61341",2002,9,13,29.1,29.2
"61581",2002,9,14,29,29.4
"61821",2002,9,15,28.8,29.5
"62061",2002,9,16,28.9,29.4
"62301",2002,9,17,28.8,29.4
"62541",2002,9,18,28.7,29.6
"62781",2002,9,19,28.8,29.5
"63021",2002,9,20,29,29.4
"63261",2002,9,21,28.6,29.3
"63501",2002,9,22,28,29.2
"63741",2002,9,23,28,29
"63981",2002,9,24,28.5,28.8
"64221",2002,9,25,28.6,28.7
"64461",2002,9,26,28.4,28.7
"64701",2002,9,27,28.5,28.7
"64941",2002,9,28,28.2,28.6
"65181",2002,9,29,28.7,28.8
"65421",2002,9,30,28.3,28.6
"65661",2002,10,1,28.2,28.6
"65901",2002,10,2,28.2,28.6
"66141",2002,10,3,27.6,28.5
"66381",2002,10,4,26.8,28.5
"66621",2002,10,5,27.8,28.6
"66861",2002,10,6,28.1,28.6
"67101",2002,10,7,26.6,28.4
"67341",2002,10,8,27.5,28.5
"67581",2002,10,9,27.8,28.4
"67821",2002,10,10,27.1,28.5
"68061",2002,10,11,27.9,28.6
"68301",2002,10,12,28.3,28.6
"68541",2002,10,13,28.3,28.5
"68781",2002,10,14,26.7,28.4
"69021",2002,10,15,27.6,28.5
"69261",2002,10,16,26.3,28.2
"69501",2002,10,17,22.8,27.7
"69741",2002,10,18,25.1,27.7
"69981",2002,10,19,26.6,27.7
"70221",2002,10,20,27.2,27.9
"70461",2002,10,21,26,27.8
"70701",2002,10,22,26.3,27.8
"70941",2002,10,23,27.6,27.9
"71181",2002,10,24,27.6,27.8
"71421",2002,10,25,27.7,28
"71661",2002,10,26,26.5,28.1
"71901",2002,10,27,27.8,28.2
"72141",2002,10,28,27.8,28.2
"72381",2002,10,29,27.8,28.3
"72621",2002,10,30,27.6,28
"72861",2002,10,31,26.9,28.1
"73101",2002,11,1,26.8,28.2
"73341",2002,11,2,24.6,28.1
"73581",2002,11,3,26.6,27.8
"73821",2002,11,4,26.8,27.7
"74061",2002,11,5,27.4,28
"74301",2002,11,6,27.8,28.1
"74541",2002,11,7,18.2,27.4
"74781",2002,11,8,25.8,27.4
"75021",2002,11,9,26.7,27.5
"75261",2002,11,10,27,27.6
"75501",2002,11,11,27,27.6
"75741",2002,11,12,27.4,27.7
"75981",2002,11,13,26.4,27.7
"76221",2002,11,14,19.4,26.8
"76461",2002,11,15,25,27.1
"76701",2002,11,16,26.7,27.2
"76941",2002,11,17,21.3,27
"77181",2002,11,18,12.7,25.7
"77421",2002,11,19,18,26
"77661",2002,11,20,22.3,26
"77901",2002,11,21,23.7,26.2
"78141",2002,11,22,21.5,26
"78381",2002,11,23,16,25.5
"78621",2002,11,24,19.4,25.8
"78861",2002,11,25,24.8,25.7
"79101",2002,11,26,23.4,25.6
"79341",2002,11,27,21,25.5
"79581",2002,11,28,20.6,25.7
"79821",2002,11,29,14.3,24.3
"80061",2002,11,30,16.6,24.9
"80301",2002,12,1,20.7,25.1
"80541",2002,12,2,20.9,25.2
"80781",2002,12,3,21.5,25.2
"81021",2002,12,4,25.2,25
"81261",2002,12,5,25.9,25.3
"81501",2002,12,6,24.5,25.3
"81741",2002,12,7,18.8,25
"81981",2002,12,8,25.1,25.1
"82221",2002,12,9,24.2,25.3
"82461",2002,12,10,25,25.1
"82701",2002,12,11,24.5,25
"82941",2002,12,12,25.5,25.1
"83181",2002,12,13,26,25.1
"83421",2002,12,14,20.6,24.6
"83661",2002,12,15,14.1,24.1
"83901",2002,12,16,13.2,24.3
"84141",2002,12,17,18.6,23.5
"84381",2002,12,18,23.7,24.5
"84621",2002,12,19,24.2,24.4
"84861",2002,12,20,25.2,24.5
"85101",2002,12,21,14.3,23.5
"85341",2002,12,22,23.7,23.6
"85581",2002,12,23,23.6,23.9
"85821",2002,12,24,25.3,24.5
"86061",2002,12,25,25.5,24.4
"86301",2002,12,26,13.1,23.2
"86541",2002,12,27,17.1,23
"86781",2002,12,28,16.7,23.6
"87021",2002,12,29,14.7,22.9
"87261",2002,12,30,22.2,24
"87501",2002,12,31,24.2,24.1
"144",2003,1,1,25.1,24.3
"384",2003,1,2,22.6,23.9
"624",2003,1,3,22.6,23.8
"864",2003,1,4,11.4,22.6
"1104",2003,1,5,14.4,22.9
"1344",2003,1,6,16.9,22.9
"1584",2003,1,7,12.6,22.2
"1824",2003,1,8,12.9,22.2
"2064",2003,1,9,16.8,22.3
"2304",2003,1,10,21.3,22.7
"2544",2003,1,11,20.9,22.7
"2784",2003,1,12,16.7,22.9
"3024",2003,1,13,20.7,23
"3264",2003,1,14,17.4,23.5
"3504",2003,1,15,13.9,22
"3744",2003,1,16,21.2,22.9
"3984",2003,1,17,19.7,23
"4224",2003,1,18,9.1,20.7
"4464",2003,1,19,9.5,21.2
"4704",2003,1,20,12,21.3
"4944",2003,1,21,14.9,21.6
"5184",2003,1,22,17.7,21.1
"5424",2003,1,23,19.4,21.4
"5664",2003,1,24,5.2,19.2
"5904",2003,1,25,10.9,20
"6144",2003,1,26,20.2,20.9
"6384",2003,1,27,14.2,20.4
"6624",2003,1,28,19.2,22.3
"6864",2003,1,29,20.3,21.7
"7104",2003,1,30,22.2,22.5
"7344",2003,1,31,20.3,22.3
"7584",2003,2,1,17.8,21.9
"7824",2003,2,2,13,21.3
"8064",2003,2,3,21.4,21.4
"8304",2003,2,4,22.8,21.9
"8544",2003,2,5,22.8,21.7
"8784",2003,2,6,23.3,22
"9024",2003,2,7,23.1,21.6
"9264",2003,2,8,21.9,22.2
"9504",2003,2,9,23.2,21.9
"9744",2003,2,10,24,22.4
"9984",2003,2,11,19.8,22.6
"10223",2003,2,12,18.6,22.6
"10463",2003,2,13,18.7,22.1
"10703",2003,2,14,21.5,22
"10943",2003,2,15,23,22.1
"11183",2003,2,16,23.7,21.6
"11423",2003,2,17,21.8,21.7
"11663",2003,2,18,17,21.6
"11903",2003,2,19,22.8,21.9
"12143",2003,2,20,24.5,22.4
"12383",2003,2,21,24.6,22.5
"12623",2003,2,22,24.5,22.7
"12863",2003,2,23,20.2,22.2
"13103",2003,2,24,23,22
"13343",2003,2,25,23.9,22.3
"13583",2003,2,26,21.4,23.5
"13823",2003,2,27,24.4,23.6
"14063",2003,2,28,24.4,22.1
"14303",2003,3,1,25.1,22.7
"14543",2003,3,2,25.4,23.1
"14783",2003,3,3,24.5,24.7
"15023",2003,3,4,25.1,24.3
"15263",2003,3,5,25.5,24.8
"15503",2003,3,6,25.8,24.8
"15743",2003,3,7,25.7,24.9
"15983",2003,3,8,25.4,25
"16223",2003,3,9,25.2,25.7
"16463",2003,3,10,25.6,25.9
"16703",2003,3,11,24.7,26
"16943",2003,3,12,25.6,26.4
"17183",2003,3,13,26.1,25.8
"17423",2003,3,14,25.8,25.8
"17663",2003,3,15,25.3,25.7
"17903",2003,3,16,25.6,25.2
"18143",2003,3,17,21.8,25.4
"18383",2003,3,18,25.6,24.3
"18623",2003,3,19,26.2,25.6
"18863",2003,3,20,26.4,25.9
"19103",2003,3,21,26.5,25.4
"19343",2003,3,22,25.9,24.7
"19583",2003,3,23,25.6,24.7
"19823",2003,3,24,21.9,24.9
"20063",2003,3,25,21.3,25.2
"20303",2003,3,26,24.9,24.9
"20543",2003,3,27,20.4,24.6
"20783",2003,3,28,24.4,24.7
"21023",2003,3,29,23.1,24.5
"21263",2003,3,30,25.1,24.6
"21503",2003,3,31,13.8,23
"21743",2003,4,1,13.8,22.8
"21983",2003,4,2,22.3,23.2
"22223",2003,4,3,23.3,23
"22463",2003,4,4,24.1,24.2
"22703",2003,4,5,25,24.2
"22943",2003,4,6,25.1,24.7
"23183",2003,4,7,25.3,24.8
"23423",2003,4,8,25.1,24.7
"23663",2003,4,9,25.6,25.2
"23903",2003,4,10,20.8,24.2
"24143",2003,4,11,20.4,24.2
"24383",2003,4,12,19.6,23.7
"24623",2003,4,13,19.6,24.7
"24863",2003,4,14,21.2,24.5
"25103",2003,4,15,23.8,24.2
"25343",2003,4,16,22.8,24.9
"25583",2003,4,17,22.3,25
"25823",2003,4,18,25.2,25.5
"26063",2003,4,19,25.2,25.6
"26303",2003,4,20,24.7,25.6
"26543",2003,4,21,24.2,25.3
"26783",2003,4,22,24.6,25.4
"27023",2003,4,23,22.9,25.9
"27263",2003,4,24,25.2,25.7
"27503",2003,4,25,25.7,26
"27743",2003,4,26,26.3,25.8
"27983",2003,4,27,25.1,25.9
"28223",2003,4,28,25.1,26.4
"28463",2003,4,29,26.1,26.4
"28703",2003,4,30,26.1,26.5
"28943",2003,5,1,25.5,26.1
"29182",2003,5,2,25.8,26
"29422",2003,5,3,25.6,26
"29662",2003,5,4,25.8,26.4
"29902",2003,5,5,26.6,26.8
"30142",2003,5,6,27,26.8
"30382",2003,5,7,26.6,26.7
"30622",2003,5,8,27,26.8
"30862",2003,5,9,27,26.9
"31102",2003,5,10,27.1,27.1
"31342",2003,5,11,27.1,27.3
"31582",2003,5,12,27.1,27.5
"31822",2003,5,13,28,27.6
"32062",2003,5,14,27.5,27.4
"32302",2003,5,15,27.5,27.4
"32542",2003,5,16,27.8,27.5
"32782",2003,5,17,27.7,27.7
"33022",2003,5,18,27.8,28
"33262",2003,5,19,27.7,28
"33502",2003,5,20,26.9,28.1
"33742",2003,5,21,26.9,28.3
"33982",2003,5,22,26.8,27.9
"34222",2003,5,23,27.1,27.9
