"YYYY","MM","DD","ATMP","WTMP"
"39222",2013,6,13,27.5,27.6
"39462",2013,6,14,27.2,27.6
"39702",2013,6,15,27.3,27.8
"39942",2013,6,16,28.2,27.9
"40182",2013,6,17,28,28
"40422",2013,6,18,28.2,28
"40662",2013,6,19,27.8,28.1
"40902",2013,6,20,28.3,28.3
"41142",2013,6,21,27.9,28.3
"41382",2013,6,22,27.8,28.6
"41622",2013,6,23,26.6,28.6
"41862",2013,6,24,28.1,28.5
"42102",2013,6,25,28.2,28.5
"42342",2013,6,26,28.2,28.6
"42582",2013,6,27,27.5,28.5
"4281",2013,6,28,28.2,28.5
"4305",2013,6,29,28,28.8
"4328",2013,6,30,28.1,28.3
"4352",2013,7,1,28.6,27.7
"4376",2013,7,2,28.6,27.7
"4400",2013,7,3,27.6,27.3
"4424",2013,7,4,28,27.3
"4448",2013,7,5,26.7,27.7
"4472",2013,7,6,27.8,27.8
"4496",2013,7,7,27.8,28
"4520",2013,7,8,27.9,28
"4544",2013,7,9,27.6,28
"4568",2013,7,10,26,28.2
"4592",2013,7,11,28.1,28.4
"4616",2013,7,12,27.5,28.6
"4640",2013,7,13,27.4,28.6
"4664",2013,7,14,28.6,28.4
"4688",2013,7,15,24.2,28.4
"4712",2013,7,16,26.9,28.3
"47361",2013,7,17,23,28
"47601",2013,7,18,27.4,28.3
"47841",2013,7,19,27.7,28.2
"4808",2013,7,20,28.1,28.2
"4832",2013,7,21,28,28.3
"4856",2013,7,22,27.8,28.4
"4880",2013,7,23,28.4,28.6
"4904",2013,7,24,27.8,28.6
"4928",2013,7,25,28.4,28.6
"4952",2013,7,26,28.2,28.6
"4976",2013,7,27,28.3,28.7
"5000",2013,7,28,28.7,28.9
"5024",2013,7,29,28.3,29.2
"5048",2013,7,30,29.1,29.5
"5072",2013,7,31,29.1,29.3
"5096",2013,8,1,28.6,29.4
"5119",2013,8,2,27.4,29.3
"5143",2013,8,3,28.6,29.3
"5167",2013,8,4,28.8,29.4
"5191",2013,8,5,28.8,29.4
"5215",2013,8,6,27.3,29.3
"5239",2013,8,7,28.6,29.4
"5263",2013,8,8,29.3,29.6
"5286",2013,8,9,28,29.5
"5310",2013,8,10,28.8,29.5
"5334",2013,8,11,28.7,29.5
"5358",2013,8,12,28.7,29.4
"5382",2013,8,13,28.4,29.5
"5406",2013,8,14,28.6,29.5
"5430",2013,8,15,27.1,29.6
"5454",2013,8,16,28.7,29.4
"5478",2013,8,17,28.9,29.4
"5502",2013,8,18,29,29.3
"5526",2013,8,19,28.9,29.4
"5550",2013,8,20,28.7,29.4
"5574",2013,8,21,28.9,29.4
"5598",2013,8,22,28.7,29.4
"56211",2013,8,23,28.8,29.3
"56451",2013,8,24,28.9,29.3
"56691",2013,8,25,28.8,29.4
"56931",2013,8,26,26,29.3
"5717",2013,8,27,27.7,29
"5741",2013,8,28,23.9,28.7
"5765",2013,8,29,27.3,28.7
"5789",2013,8,30,27.5,28.8
"58121",2013,8,31,27.2,28.9
"58361",2013,9,1,28.6,29.2
"58601",2013,9,2,29.1,29.4
"58841",2013,9,3,29,29.3
"59081",2013,9,4,28.9,29.1
"59321",2013,9,5,29.1,29.2
"59561",2013,9,6,29,29.3
"59801",2013,9,7,26.3,29.4
"60041",2013,9,8,28.3,29.2
"60281",2013,9,9,28,29.4
"60521",2013,9,10,28.7,29.3
"60761",2013,9,11,28.1,29.3
"61001",2013,9,12,27.8,29.2
"61241",2013,9,13,27.9,29.3
"61481",2013,9,14,28.9,29.5
"61721",2013,9,15,28.9,29.5
"61961",2013,9,16,25.7,29.1
"6219",2013,9,17,27.4,28.8
"6243",2013,9,18,28.2,28.8
"6267",2013,9,19,26.6,28.8
"6291",2013,9,20,27.6,28.9
"6315",2013,9,21,27.9,28.9
"6339",2013,9,22,28.2,29
"6363",2013,9,23,28.4,29
"63871",2013,9,24,28.8,29
"6411",2013,9,25,28.7,29.2
"6435",2013,9,26,29,29
"6459",2013,9,27,27.6,29
"6483",2013,9,28,27.4,29.1
"6507",2013,9,29,27.4,29.1
"6531",2013,9,30,28.2,29.1
"6555",2013,10,1,28.3,29.1
"65791",2013,10,2,27.6,29.1
"66031",2013,10,3,28.5,29
"66272",2013,10,4,28.2,28.8
"66511",2013,10,5,27.9,28.9
"66751",2013,10,6,28.3,28.9
"66991",2013,10,7,28.1,29
"67231",2013,10,8,28.1,29
"67471",2013,10,9,27.2,28.9
"67711",2013,10,10,25.8,28.7
"67951",2013,10,11,27.5,28.5
"68191",2013,10,12,27.2,28.3
"68431",2013,10,13,27.2,28.3
"68672",2013,10,14,25.7,27.9
"68911",2013,10,15,25.2,28
"69151",2013,10,16,26,28
"69391",2013,10,17,27.4,28.1
"6963",2013,10,18,27.9,28.2
"6987",2013,10,19,27,28.1
"7011",2013,10,20,28.3,28.2
"7035",2013,10,21,28.3,28.3
"7059",2013,10,22,28.3,28.5
"7083",2013,10,23,28.5,28.6
"71071",2013,10,24,26.3,28.5
"7131",2013,10,25,26.2,27.9
"7155",2013,10,26,25.8,26.7
"7179",2013,10,27,25.7,27.1
"7203",2013,10,28,26,27.3
"7227",2013,10,29,26.4,27.3
"7251",2013,10,30,26.4,26.5
"7275",2013,10,31,26.9,27.6
"7299",2013,11,1,27.3,27.6
"7323",2013,11,2,26.5,27.3
"73471",2013,11,3,22.2,26.9
"73712",2013,11,4,25.2,26.7
"73952",2013,11,5,26.3,26.8
"74192",2013,11,6,25.6,26.9
"7442",2013,11,7,24.5,27.1
"7466",2013,11,8,23.5,27
"7490",2013,11,9,26.8,27
"7514",2013,11,10,25.2,27.5
"7538",2013,11,11,26.6,27
"7562",2013,11,12,26.9,27.5
"75861",2013,11,13,23,26.6
"76101",2013,11,14,23.6,26.5
"76341",2013,11,15,25.3,26.8
"76581",2013,11,16,26.1,26.8
"76821",2013,11,17,26.1,26.2
"77061",2013,11,18,26.4,27
"77301",2013,11,19,25.3,27.1
"77541",2013,11,20,26.5,27
"77781",2013,11,21,26.3,27.1
"78021",2013,11,22,25.6,27
"78261",2013,11,23,26.1,26.4
"78501",2013,11,24,24.7,26.7
"78741",2013,11,25,23.9,25.7
"78981",2013,11,26,25.7,26.4
"79221",2013,11,27,23.2,26.7
"79461",2013,11,28,14.2,25.1
"79701",2013,11,29,21.1,24.9
"79941",2013,11,30,20,24.8
"80181",2013,12,1,20.7,24.9
"80421",2013,12,2,19.2,26
"80661",2013,12,3,23.8,26
"80901",2013,12,4,25.4,26.2
"81141",2013,12,5,25.4,26.1
"81381",2013,12,6,25.9,26.2
"81621",2013,12,7,25.5,26.1
"81861",2013,12,8,25.5,26.1
"82101",2013,12,9,25.8,26.1
"82341",2013,12,10,25.8,26.1
"82581",2013,12,11,26.1,26.1
"82821",2013,12,12,25.9,26.1
"83061",2013,12,13,24.3,25.8
"83301",2013,12,14,25.4,26.1
"83541",2013,12,15,26.3,26
"83781",2013,12,16,20.5,25.9
"84021",2013,12,17,19.4,25.7
"84261",2013,12,18,21,25.7
"84501",2013,12,19,23.1,25.4
"84741",2013,12,20,24.6,25.6
"84981",2013,12,21,25.7,25.7
"85221",2013,12,22,25.9,26.3
"85461",2013,12,23,25.9,25.9
"85701",2013,12,24,24.7,25.8
"85941",2013,12,25,23.9,25.6
"86181",2013,12,26,24.4,25.3
"86421",2013,12,27,25.3,25.4
"86661",2013,12,28,25.4,25.2
"8690",2013,12,29,26.2,26.1
"8714",2013,12,30,24.5,26.2
"8738",2013,12,31,21.7,25.9
"1416",2014,1,1,25.3,24.7
"3815",2014,1,2,25.9,25.8
"6215",2014,1,3,18.7,25.4
"8614",2014,1,4,23,24.9
"11013",2014,1,5,25.4,25.3
"13412",2014,1,6,25.3,25.3
"15812",2014,1,7,12,22.7
"18212",2014,1,8,20.1,23.1
"20612",2014,1,9,24.3,24.1
"23012",2014,1,10,25,23.7
"25412",2014,1,11,25.7,24.8
"27812",2014,1,12,22.6,24.6
"30212",2014,1,13,24.6,25.1
"32612",2014,1,14,25.5,25
"35012",2014,1,15,22,24.9
"37412",2014,1,16,14.8,24.7
"39813",2014,1,17,11.7,24.2
"42212",2014,1,18,15.9,24.2
"44612",2014,1,19,11,24
"47013",2014,1,20,20.3,24.1
"49413",2014,1,21,22.5,24.3
"51813",2014,1,22,14.3,23.4
"54214",2014,1,23,13.1,22.8
"56613",2014,1,24,16.5,22.9
"59013",2014,1,25,21.5,23
"61413",2014,1,26,20.6,23.2
"63813",2014,1,27,23.8,23.1
"66213",2014,1,28,21.5,23.2
"68613",2014,1,29,21.9,23.7
"71013",2014,1,30,19.6,23.1
"73413",2014,1,31,25.2,24.2
"75813",2014,2,1,25,24.1
"78212",2014,2,2,24.7,24.1
"80612",2014,2,3,25.1,24.2
"83012",2014,2,4,24.8,24.4
"85411",2014,2,5,25.4,24.6
"87810",2014,2,6,25.2,25.1
"90210",2014,2,7,24.8,25
"9241",2014,2,8,25,25.2
"9481",2014,2,9,22.2,25.3
"9721",2014,2,10,22.2,25.4
"9961",2014,2,11,24.5,25.4
"10201",2014,2,12,24.7,25.5
"10441",2014,2,13,24.6,25.2
"10681",2014,2,14,13.7,24.5
"10922",2014,2,15,20.6,24.2
"11162",2014,2,16,15.6,23.2
"11401",2014,2,17,22.2,24
"11641",2014,2,18,23,24.2
"11881",2014,2,19,23.3,24.2
"12121",2014,2,20,24.3,24.1
"12361",2014,2,21,25.1,24.5
"12602",2014,2,22,25.1,24.5
"12842",2014,2,23,24.8,25
"13082",2014,2,24,23.6,25.8
"13322",2014,2,25,23,25.6
"13562",2014,2,26,22.9,25.6
"13802",2014,2,27,24.9,24.9
"14042",2014,2,28,20,24.8
"14282",2014,3,1,19.7,24.3
"14522",2014,3,2,23,24.8
"14763",2014,3,3,23.9,24.6
"15003",2014,3,4,22.1,24.7
"15243",2014,3,5,24.7,25.1
"15483",2014,3,6,24.8,25.3
"15723",2014,3,7,23.2,24.3
"15963",2014,3,8,16.4,23.5
"16203",2014,3,9,19.7,24
"16442",2014,3,10,21.2,24.1
"16682",2014,3,11,22.9,24.1
"16922",2014,3,12,24.4,24.2
"17162",2014,3,13,20.5,23.8
"17392",2014,3,14,20.5,23.8
"17632",2014,3,15,22.7,23.6
"17872",2014,3,16,23.7,23.9
"18111",2014,3,17,24.6,23.9
"18351",2014,3,18,25.2,23.9
"18591",2014,3,19,21.4,23.8
"18831",2014,3,20,24.4,24.2
"19071",2014,3,21,20.2,24
"19311",2014,3,22,24.3,24.3
"19551",2014,3,23,24.6,24.5
"19791",2014,3,24,23.1,24.8
"20032",2014,3,25,21.7,24.5
"20272",2014,3,26,15.7,23.4
"20511",2014,3,27,21.4,23.4
"20751",2014,3,28,23.7,23.5
"20991",2014,3,29,25,23.6
"21231",2014,3,30,23.3,23.7
"21471",2014,3,31,19.1,24
"21711",2014,4,1,22.8,25.4
"21951",2014,4,2,22.8,24.8
"22191",2014,4,3,22.9,25.1
"22431",2014,4,4,24.1,25
"22671",2014,4,5,24.6,25
"22911",2014,4,6,24.7,25
"23152",2014,4,7,25.4,24.9
"23392",2014,4,8,25.8,25.3
"23632",2014,4,9,22.1,24.3
"23872",2014,4,10,22.4,24.4
"24112",2014,4,11,23.5,24.4
"24352",2014,4,12,24.1,24.3
"24592",2014,4,13,24.2,24.7
"24832",2014,4,14,25.6,25.6
"25072",2014,4,15,25.7,25.8
"25311",2014,4,16,23.2,25
"25551",2014,4,17,25.2,25.4
"25791",2014,4,18,25.4,25.6
"2603",2014,4,19,26.1,25.8
"2627",2014,4,20,20.6,25.7
"2651",2014,4,21,20.3,25.5
"2675",2014,4,22,22,26.4
"2699",2014,4,23,21.7,26.3
"2723",2014,4,24,22.7,26.1
"2747",2014,4,25,24.6,25.7
"2771",2014,4,26,23.1,25.5
"2795",2014,4,27,26.1,26
"2819",2014,4,28,26.6,26.1
"2843",2014,4,29,26.3,26.4
"2867",2014,4,30,26.6,26.5
"2891",2014,5,1,26.9,26.5
"2915",2014,5,2,26.5,26.6
"2939",2014,5,3,25.8,26.7
"2963",2014,5,4,21.2,26.7
"2987",2014,5,5,24.1,26.4
"3011",2014,5,6,25.4,26.5
"3035",2014,5,7,25.9,26.5
"3059",2014,5,8,26.1,26.8
"3083",2014,5,9,26,26.8
"3107",2014,5,10,26.1,26.7
"3131",2014,5,11,26,26.7
"3155",2014,5,12,26,26.6
"3179",2014,5,13,26.3,26.7
"3203",2014,5,14,25.5,27.2
"3227",2014,5,15,26.9,27.3
"3251",2014,5,16,23.7,27.2
"3275",2014,5,17,22.9,26.5
"3299",2014,5,18,25,26.6
"3323",2014,5,19,24.9,26.8
"3347",2014,5,20,25,26.7
"3371",2014,5,21,25.1,26.6
"3395",2014,5,22,25.5,26.5
"3419",2014,5,23,24.2,26.6
"3443",2014,5,24,26.3,26.6
"3467",2014,5,25,26.4,27.2
"3491",2014,5,26,26.8,27.2
"3515",2014,5,27,26.6,27
"3539",2014,5,28,26.7,27
"3563",2014,5,29,26.6,27.1
"35863",2014,5,30,26.8,27.2
"36103",2014,5,31,26.9,27.2
"36342",2014,6,1,26.9,27.4
"36583",2014,6,2,27.3,27.5
"36823",2014,6,3,26,27.1
"37063",2014,6,4,26.2,27.1
"37303",2014,6,5,26.4,27.1
"37543",2014,6,6,27.1,27.3
"37783",2014,6,7,26.7,27.3
"38023",2014,6,8,27.5,27.4
"38263",2014,6,9,27.3,27.5
"38503",2014,6,10,26.1,27.9
"38743",2014,6,11,27.3,27.8
"38983",2014,6,12,25.9,27.7
"39223",2014,6,13,26.7,27.6
"39463",2014,6,14,27.7,27.7
"39703",2014,6,15,27.8,28.2
"39943",2014,6,16,27.7,28
"40183",2014,6,17,27.5,28.1
"40423",2014,6,18,26.6,28
"40663",2014,6,19,26.7,27.9
"40903",2014,6,20,27.4,28.2
"41143",2014,6,21,27.3,28.2
"41383",2014,6,22,27.6,28.3
"41623",2014,6,23,27.9,28.4
"41863",2014,6,24,27.9,27.8
"42103",2014,6,25,28.4,28.4
"42343",2014,6,26,28.6,28.5
"42583",2014,6,27,28.7,29
"42822",2014,6,28,28.4,29.3
"43062",2014,6,29,27.8,29.3
"43302",2014,6,30,27.1,29.1
"43542",2014,7,1,27.8,29
"43782",2014,7,2,27.5,29.2
"44022",2014,7,3,28.5,29.2
"44262",2014,7,4,29.3,28.9
"44502",2014,7,5,28.3,29.6
"44742",2014,7,6,28,29.5
"44982",2014,7,7,28.8,29.5
"45222",2014,7,8,28.4,29.4
"45463",2014,7,9,28.9,29.4
"45702",2014,7,10,28.5,29.4
"45942",2014,7,11,28.7,29.7
"46182",2014,7,12,28.7,29.7
"46422",2014,7,13,28.2,29.7
"46662",2014,7,14,28.9,29.7
"46902",2014,7,15,28.5,29.7
"47142",2014,7,16,28.5,29.6
"47382",2014,7,17,28.8,29.8
"47622",2014,7,18,26.7,29.8
"47862",2014,7,19,29.2,29.8
"48102",2014,7,20,29.2,30.1
"48342",2014,7,21,28.8,30.1
"48582",2014,7,22,28.9,30.1
"48822",2014,7,23,29.2,30.1
"49062",2014,7,24,29.3,29.8
"49302",2014,7,25,29.3,29.8
"49542",2014,7,26,29.3,30.3
"49782",2014,7,27,29.4,30.2
"50022",2014,7,28,30.3,30.4
"50262",2014,7,29,29.2,30.4
"50502",2014,7,30,29,30.3
"50742",2014,7,31,29.2,30.4
"50982",2014,8,1,29.1,30.5
"51222",2014,8,2,28.2,30.6
"51462",2014,8,3,23.9,30.6
"51702",2014,8,4,27.6,30.1
"51942",2014,8,5,28.8,30.1
"52182",2014,8,6,28.9,30.4
"52422",2014,8,7,29.3,30.9
"52662",2014,8,8,28.6,30.8
"52902",2014,8,9,29.1,30.4
"53142",2014,8,10,29.4,30.5
"53382",2014,8,11,29.5,30.6
"53622",2014,8,12,29.7,30.6
"53862",2014,8,13,29.6,30.5
"54102",2014,8,14,29.5,30.8
"54342",2014,8,15,29.5,31.1
"54582",2014,8,16,29.7,31.2
"54822",2014,8,17,30.2,30.8
"55062",2014,8,18,29.7,30.8
"55302",2014,8,19,28.5,30.7
"55542",2014,8,20,30,31
"55782",2014,8,21,29.6,31
"56022",2014,8,22,29.7,30.8
"56262",2014,8,23,29.6,30.7
"56502",2014,8,24,28.5,30.7
"56742",2014,8,25,28.6,30.9
"56982",2014,8,26,29.3,30.5
"57222",2014,8,27,29.3,30.5
"57462",2014,8,28,29,30.7
"57702",2014,8,29,29.7,30.6
"57941",2014,8,30,29.4,30.7
"58181",2014,8,31,29.4,30.4
"58421",2014,9,1,29.2,30.4
"58661",2014,9,2,28.9,30.3
"58901",2014,9,3,27.8,30.3
"59141",2014,9,4,28,30.2
"59381",2014,9,5,29.1,30.6
"5962",2014,9,6,29.1,30.4
"5986",2014,9,7,28.7,30.3
"6010",2014,9,8,28.7,30.1
"6034",2014,9,9,28.3,29.9
"6058",2014,9,10,27.6,29.9
"6082",2014,9,11,28.3,29.7
"6106",2014,9,12,26.9,29.9
"6130",2014,9,13,27.4,29.8
"6154",2014,9,14,28,29.5
"6178",2014,9,15,28.8,29.6
"6202",2014,9,16,28.5,29.6
"6226",2014,9,17,27.8,29.7
"6250",2014,9,18,27.8,29.6
"6274",2014,9,19,28.3,29.4
"6298",2014,9,20,28.2,29.6
"6322",2014,9,21,27.7,29.6
"6346",2014,9,22,28.8,29.8
"6370",2014,9,23,26.5,29.4
"6394",2014,9,24,25,29
"6418",2014,9,25,28.2,29
"6442",2014,9,26,28,29.1
"6466",2014,9,27,28.5,29.2
"64901",2014,9,28,28.5,29.1
"6514",2014,9,29,28.7,29.3
"6538",2014,9,30,28.5,29.5
"6562",2014,10,1,28.6,29.4
"6586",2014,10,2,28.4,29.7
"6610",2014,10,3,28.5,29.7
"6634",2014,10,4,26.8,29.7
"6658",2014,10,5,23.8,29.1
"6682",2014,10,6,26.4,29.3
"6706",2014,10,7,28.2,29.1
"6730",2014,10,8,28.2,29.3
"6754",2014,10,9,27.7,29.3
"6778",2014,10,10,28,29.2
"6802",2014,10,11,27.8,28.8
"6826",2014,10,12,27.5,28.2
"68501",2014,10,13,28.1,28.4
"68741",2014,10,14,28.1,28.4
"68981",2014,10,15,28,28.5
"69221",2014,10,16,23.8,28.4
"69461",2014,10,17,22.6,28.4
"69701",2014,10,18,25.2,28.6
"69941",2014,10,19,24.8,28.8
"70181",2014,10,20,27.4,28.8
"70421",2014,10,21,25.6,28.5
"70661",2014,10,22,26.5,28.4
"70901",2014,10,23,25.6,28.3
"71141",2014,10,24,23.4,27.9
"71381",2014,10,25,22.8,27.2
"71621",2014,10,26,21.8,27.3
"71861",2014,10,27,25.5,26.9
"7210",2014,10,28,26.1,27.2
"7234",2014,10,29,26.4,26.9
"7258",2014,10,30,24.7,27.3
"7282",2014,10,31,25.2,27.4
"7306",2014,11,1,21.4,26.8
"7330",2014,11,2,13.6,25.7
"7354",2014,11,3,17.2,24.5
"7378",2014,11,4,24.2,25.8
"7402",2014,11,5,25,25.5
"7426",2014,11,6,25.5,25.1
"7450",2014,11,7,21.9,26
"7474",2014,11,8,22.3,26.2
"7498",2014,11,9,26,26.2
"7522",2014,11,10,19.6,26.1
"7546",2014,11,11,20.3,26
"7570",2014,11,12,20.4,25.9
"7594",2014,11,13,22.6,25.6
"7618",2014,11,14,23.5,25.8
"7642",2014,11,15,20.7,25.9
"7666",2014,11,16,25.2,25.3
"7690",2014,11,17,26.4,26.2
"7714",2014,11,18,25.5,26.1
"7738",2014,11,19,18.3,25.3
"7762",2014,11,20,20.4,25.6
"7786",2014,11,21,24.2,23.4
"7810",2014,11,22,25.4,25.6
"7834",2014,11,23,26.2,25.5
"7858",2014,11,24,26.4,25.7
"7882",2014,11,25,26.4,25.8
"7906",2014,11,26,26.4,25.6
"7930",2014,11,27,15,24.9
"7954",2014,11,28,14.6,24.4
"7978",2014,11,29,16.4,23.1
"8002",2014,11,30,23.4,24.1
"8026",2014,12,1,24.4,24.6
"8050",2014,12,2,24.8,24.4
"8074",2014,12,3,24.6,24.4
"8098",2014,12,4,24.4,24.1
"8122",2014,12,5,24.9,24.5
"8146",2014,12,6,24.3,24.5
"8170",2014,12,7,21.3,24.7
"8194",2014,12,8,19.3,24.8
"8218",2014,12,9,16.8,24.6
"8242",2014,12,10,12.6,23.1
"8266",2014,12,11,16.2,22
"8290",2014,12,12,16.7,24.3
"8314",2014,12,13,15.3,23.6
"8338",2014,12,14,17.5,24.1
"8362",2014,12,15,19,25.2
"8386",2014,12,16,18.7,24.5
"8410",2014,12,17,19.4,25
"8434",2014,12,18,20.8,25
"8458",2014,12,19,20,24.5
"8482",2014,12,20,23.4,24.2
"8506",2014,12,21,23.8,24.4
"8530",2014,12,22,24.6,24.4
"8554",2014,12,23,25.3,25.5
"8578",2014,12,24,25.5,25.4
"8602",2014,12,25,22.6,25.4
"8626",2014,12,26,22.2,25.2
"8650",2014,12,27,24.8,25.3
"8674",2014,12,28,24.6,25.6
"8698",2014,12,29,25.2,25.4
"8722",2014,12,30,23.8,25.3
"8746",2014,12,31,24.9,25.4
"1417",2015,1,1,22.9,25.2
"3816",2015,1,2,25.2,25.4
"6216",2015,1,3,25.5,25.5
"8616",2015,1,4,25.4,25.5
"11014",2015,1,5,25.3,25.5
"13413",2015,1,6,24.9,25.4
"15813",2015,1,7,23.2,25.5
"18213",2015,1,8,15.4,24.4
"20613",2015,1,9,22.7,25.1
"23013",2015,1,10,17.8,24.9
"25413",2015,1,11,24.3,24.8
"27813",2015,1,12,25,25.2
"30213",2015,1,13,22.8,25.1
"32613",2015,1,14,20.9,24.9
"35013",2015,1,15,19.2,24.7
"37413",2015,1,16,18.4,24.6
"39814",2015,1,17,17.5,24.3
"42213",2015,1,18,24.1,24.4
"44613",2015,1,19,17.6,24.1
"47014",2015,1,20,22.6,24.1
"49414",2015,1,21,23.5,24.4
"51814",2015,1,22,23.9,25.1
"54215",2015,1,23,23.4,25
"56614",2015,1,24,24.9,24.7
"59014",2015,1,25,13.9,23.3
"61414",2015,1,26,20.3,23.7
"63814",2015,1,27,14.9,22.8
"66214",2015,1,28,14.6,23.1
"68614",2015,1,29,15.3,23.1
"71014",2015,1,30,17.9,23.9
"73414",2015,1,31,18,23.8
"75814",2015,2,1,21,24.1
"78213",2015,2,2,23.3,23.6
"80613",2015,2,3,17,23.3
"83013",2015,2,4,22.3,24.8
"85412",2015,2,5,24.6,24.4
"87811",2015,2,6,15.9,23
"90211",2015,2,7,20.2,24
"92610",2015,2,8,21.5,24
"95010",2015,2,9,20.6,24.2
"9749",2015,2,10,18.1,23.6
"9989",2015,2,11,13.9,22.2
"10228",2015,2,12,17.6,21.5
"10468",2015,2,13,15.8,21.9
"10708",2015,2,14,11,21.6
"10948",2015,2,15,14.7,20.5
"11188",2015,2,16,20.8,22.9
"11428",2015,2,17,23.3,23.5
"11668",2015,2,18,19.7,23
"11908",2015,2,19,11.6,21.1
"12148",2015,2,20,8.3,21.2
"12388",2015,2,21,19.8,21.8
"12628",2015,2,22,22.9,22.8
"12868",2015,2,23,23.9,23.4
"13108",2015,2,24,20.6,23.3
"13348",2015,2,25,21.6,23.4
"13588",2015,2,26,24.2,23
"13828",2015,2,27,22.2,22.9
"14068",2015,2,28,24.4,23.4
"14308",2015,3,1,24.1,24.5
"14548",2015,3,2,23.8,24.1
"14788",2015,3,3,23.8,23.9
"15028",2015,3,4,24.4,24.2
"15268",2015,3,5,24.7,23.9
"15508",2015,3,6,24.4,24.2
"15748",2015,3,7,22.5,24.6
"15988",2015,3,8,23.7,24.7
"16228",2015,3,9,24.4,24.6
"16468",2015,3,10,24.5,24.6
"16708",2015,3,11,25.1,24.7
"16948",2015,3,12,24.4,24.8
"17188",2015,3,13,24.6,24.7
"17428",2015,3,14,24.7,24.7
"17668",2015,3,15,24.6,24.7
"17908",2015,3,16,23.3,24.7
"18148",2015,3,17,24.5,24.9
"18388",2015,3,18,22.3,24.6
"18628",2015,3,19,24.1,24.7
"18869",2015,3,20,23.5,24.9
"19109",2015,3,21,23.2,25.1
"19349",2015,3,22,24.9,25.5
"19588",2015,3,23,24.8,24.8
"19828",2015,3,24,24.4,25.1
"20068",2015,3,25,22.3,25.4
"20308",2015,3,26,25.9,25.3
"20548",2015,3,27,25.8,25.4
"20788",2015,3,28,18.4,25
"21028",2015,3,29,16.8,24.1
"21268",2015,3,30,20.3,24.3
"21491",2015,3,31,20.4,24.3
"21732",2015,4,1,21.5,24.4
"21972",2015,4,2,24,25
"22212",2015,4,3,23.9,24.8
"22452",2015,4,4,24.7,25
"22691",2015,4,5,24.8,25.2
"22931",2015,4,6,24.9,25.1
"23171",2015,4,7,24.8,25.2
"23411",2015,4,8,24.9,25.4
"23651",2015,4,9,25,25.2
"23891",2015,4,10,25.5,25.1
"24131",2015,4,11,25.6,25.3
"24371",2015,4,12,25.9,25.8
"24611",2015,4,13,25.8,25.8
"24851",2015,4,14,25.7,25.8
"25091",2015,4,15,26.1,25.8
"25331",2015,4,16,26.1,26.1
"25571",2015,4,17,26.3,26.2
"25811",2015,4,18,26.1,26.4
"26051",2015,4,19,26.4,26.4
"26291",2015,4,20,26.6,26.7
"26531",2015,4,21,26.8,26.7
"26771",2015,4,22,24.9,26.9
"27011",2015,4,23,27.2,27.4
"27251",2015,4,24,27.1,27.5
"27491",2015,4,25,27.2,27.6
"27731",2015,4,26,27.5,27.2
"27971",2015,4,27,27.6,27.3
"28211",2015,4,28,27.6,27.5
"28451",2015,4,29,24,26.9
"28691",2015,4,30,26.4,25.7
"28931",2015,5,1,21.3,26
"29171",2015,5,2,23.3,25.6
"29411",2015,5,3,24,26
"29651",2015,5,4,24.1,26.1
"29891",2015,5,5,23.4,26
"30131",2015,5,6,22.4,25.8
"30371",2015,5,7,25.2,26.1
"30611",2015,5,8,25,26.3
"30851",2015,5,9,25.4,26.4
"31092",2015,5,10,26.9,26.6
"31332",2015,5,11,26.8,26.9
"31572",2015,5,12,26.4,27.2
"31812",2015,5,13,26.8,27.1
"32052",2015,5,14,26.8,27.3
"32292",2015,5,15,26.4,27.3
"32532",2015,5,16,26.7,27.2
"32772",2015,5,17,26.9,27.4
"33012",2015,5,18,26.1,27.3
"33252",2015,5,19,26.1,27.5
"33492",2015,5,20,26.6,27.5
"33732",2015,5,21,27.2,27.7
"33971",2015,5,22,26.8,27.7
"34211",2015,5,23,27.7,28.1
"34451",2015,5,24,27.2,28
"34691",2015,5,25,27.3,28.4
"34932",2015,5,26,27.1,28.3
"35172",2015,5,27,26.6,28.1
"35412",2015,5,28,25.9,27.6
"35652",2015,5,29,25.9,27.1
"35892",2015,5,30,26.4,27.3
"36132",2015,5,31,26.8,27.2
"36372",2015,6,1,27.1,27.4
"36612",2015,6,2,26.9,27.6
"36852",2015,6,3,25.1,27.5
"37092",2015,6,4,26.5,27.5
"37332",2015,6,5,26.3,27.6
"37572",2015,6,6,26.1,27.6
"37812",2015,6,7,25.8,27.7
"38052",2015,6,8,27.3,27.9
"38292",2015,6,9,27.8,28
"38532",2015,6,10,27.7,28.2
"38772",2015,6,11,27.2,28.1
"39012",2015,6,12,28.1,28.1
"39252",2015,6,13,27.9,28
"39492",2015,6,14,27.8,28
"39732",2015,6,15,27.9,28
"39972",2015,6,16,27.8,28.1
"40212",2015,6,17,28,28.5
"40452",2015,6,18,28.1,28.5
"40692",2015,6,19,28.4,28.8
"40932",2015,6,20,28.2,28.9
"41172",2015,6,21,28.6,29.1
"41412",2015,6,22,28.6,29.1
"41652",2015,6,23,28.3,29.3
"41892",2015,6,24,28.6,29
"42132",2015,6,25,28.6,29
"42372",2015,6,26,28.4,29.2
"42612",2015,6,27,28.4,29.4
"42852",2015,6,28,28.6,29.2
"43092",2015,6,29,28.3,29.2
"43332",2015,6,30,29,29.3
"43572",2015,7,1,28.9,29.3
"43812",2015,7,2,28.7,29.4
